gene_id,SRR3051863,SRR3051864,SRR3051865,SRR3051866,SRR3051867,SRR3051868,SRR3051869,SRR3051870,SRR3051871
Pocillopora_acuta_HIv2___RNAseq.g25379.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g878.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18674.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g7688.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8259.t1b,577,605,655,364,344,562,417,334,409
Pocillopora_acuta_HIv2___TS.g8259.t1a,386,516,771,45,56,136,470,489,596
Pocillopora_acuta_HIv2___RNAseq.g16415.t1,185,276,328,12,22,14,144,146,115
Pocillopora_acuta_HIv2___RNAseq.g14254.t1,0,0,0,4,3,0,4,7,3
Pocillopora_acuta_HIv2___RNAseq.g9568.t1,900,1127,1367,1159,1087,1260,1264,1218,1288
Pocillopora_acuta_HIv2___RNAseq.g9389.t1,7,3,5,0,0,0,3,2,3
Pocillopora_acuta_HIv2___RNAseq.g30513.t1,0,7,0,5,0,0,22,18,23
Pocillopora_acuta_HIv2___RNAseq.g1725.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27156.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5697.t1,6,3,3,9,3,3,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27093.t1,0,0,0,7,8,1,0,0,1
Pocillopora_acuta_HIv2___RNAseq.g5590.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11007.t1,0,0,0,5,10,7,23,12,9
Pocillopora_acuta_HIv2___RNAseq.g2545.t1,26,17,48,19,13,47,72,83,47
Pocillopora_acuta_HIv2___RNAseq.g20053.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g25734.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g794.t1,0,0,0,0,0,0,0,0,3
Pocillopora_acuta_HIv2___TS.g26286.t1,1188,1603,1987,2400,2291,2563,1885,2031,1736
Pocillopora_acuta_HIv2___RNAseq.g30820.t1,0,0,0,0,0,0,0,7,0
Pocillopora_acuta_HIv2___RNAseq.g17358.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5592.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19760.t1,235,351,483,78,52,66,400,468,417
Pocillopora_acuta_HIv2___RNAseq.g28264.t1,62,85,89,93,167,75,148,141,119
Pocillopora_acuta_HIv2___RNAseq.g19633.t1,0,0,0,0,0,0,0,7,0
Pocillopora_acuta_HIv2___RNAseq.g18676.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27405.t1,358,490,742,218,302,245,444,481,488
Pocillopora_acuta_HIv2___RNAseq.g30383.t1,49,96,56,69,81,57,60,72,87
Pocillopora_acuta_HIv2___RNAseq.g16474.t1,193,356,369,178,162,236,349,315,268
Pocillopora_acuta_HIv2___RNAseq.g26929.t1,16,16,5,0,0,1,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g15008.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2150.t1,517,698,815,265,220,366,527,586,540
Pocillopora_acuta_HIv2___RNAseq.g24031.t1,208,204,217,156,144,139,134,118,79
Pocillopora_acuta_HIv2___RNAseq.g2784.t1,147,183,226,29,28,55,127,69,127
Pocillopora_acuta_HIv2___RNAseq.g22960.t1,0,4,9,0,0,6,3,9,0
Pocillopora_acuta_HIv2___RNAseq.g9092.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22692.t1,1317,1894,1803,2063,3336,2023,5300,4655,3621
Pocillopora_acuta_HIv2___RNAseq.g14360.t1,197,316,373,111,102,75,170,115,124
Pocillopora_acuta_HIv2___TS.g11387.t1,56,81,108,59,34,89,207,140,172
Pocillopora_acuta_HIv2___RNAseq.g25398.t1,0,0,0,0,0,5,0,0,5
Pocillopora_acuta_HIv2___RNAseq.g6955.t1,8,9,8,36,11,17,17,5,7
Pocillopora_acuta_HIv2___TS.g16468.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5931.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29072.t1,321,620,497,24,15,16,90,86,96
Pocillopora_acuta_HIv2___RNAseq.g5876.t1,98,158,230,375,512,589,187,232,164
Pocillopora_acuta_HIv2___RNAseq.g12122.t1,65,40,67,743,1103,412,120,169,126
Pocillopora_acuta_HIv2___TS.g29858.t1b,43,81,82,10,19,0,0,21,32
Pocillopora_acuta_HIv2___TS.g29858.t1a,1424,2084,2146,1394,1092,1412,628,613,604
Pocillopora_acuta_HIv2___RNAseq.g8015.t1,726,946,1192,356,430,538,1063,892,909
Pocillopora_acuta_HIv2___RNAseq.g18179.t1,2,3,4,1,2,3,6,9,5
Pocillopora_acuta_HIv2___RNAseq.g5604.t1,62,74,54,0,0,0,6,0,5
Pocillopora_acuta_HIv2___RNAseq.g20045.t1a,6,3,5,2,0,11,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19353.t1,36,39,30,10,9,20,2,19,12
Pocillopora_acuta_HIv2___RNAseq.g20045.t1b,33,20,28,45,19,46,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2786.t1,327,387,471,269,307,331,400,303,294
Pocillopora_acuta_HIv2___RNAseq.g31113.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5126.t1,364,385,446,99,122,32,52,41,38
Pocillopora_acuta_HIv2___RNAseq.g10576.t1,441,676,729,334,439,403,777,635,634
Pocillopora_acuta_HIv2___RNAseq.g28266.t1,179,180,243,180,189,145,174,178,144
Pocillopora_acuta_HIv2___RNAseq.g26250.t1,7,14,14,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.2795_t,133,130,166,130,110,98,239,280,242
Pocillopora_acuta_HIv2___RNAseq.g17089.t1,885,1272,870,310,72,39,32,20,26
Pocillopora_acuta_HIv2___RNAseq.g20586.t1,6,29,17,5,6,0,76,38,77
Pocillopora_acuta_HIv2___RNAseq.11056_t,45,71,117,152,186,213,330,436,372
Pocillopora_acuta_HIv2___RNAseq.g5606.t1,8,20,24,0,5,0,191,157,154
Pocillopora_acuta_HIv2___RNAseq.g9997.t1,240,462,551,48,23,16,641,708,853
Pocillopora_acuta_HIv2___RNAseq.g29011.t1,0,0,0,0,0,3,5,0,0
Pocillopora_acuta_HIv2___TS.g16064.t1a,2,5,0,2,0,3,3,5,6
Pocillopora_acuta_HIv2___TS.g16064.t1b,1987,3329,3004,2859,2504,2846,2604,2320,2583
Pocillopora_acuta_HIv2___RNAseq.g2190.t1,10,12,12,6,3,10,8,0,9
Pocillopora_acuta_HIv2___RNAseq.g28170.t1,5,0,17,8,0,0,0,0,9
Pocillopora_acuta_HIv2___RNAseq.g23875.t1,13,16,0,0,0,0,0,15,0
Pocillopora_acuta_HIv2___RNAseq.g24033.t1,332,388,461,279,196,328,259,241,210
Pocillopora_acuta_HIv2___TS.g25204.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14193.t1,0,0,0,0,0,0,4,0,0
Pocillopora_acuta_HIv2___RNAseq.g1833.t1,0,4,0,0,0,0,4,0,0
Pocillopora_acuta_HIv2___RNAseq.g22818.t1,1,0,0,616,584,658,26,18,32
Pocillopora_acuta_HIv2___RNAseq.g11778.t1,1960,2602,2555,1247,1067,1656,2152,1765,1680
Pocillopora_acuta_HIv2___RNAseq.g16246.t1,377,498,582,32,40,64,163,251,205
Pocillopora_acuta_HIv2___RNAseq.g6957.t1,0,8,6,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18105.t1,24,19,39,24,21,37,32,21,41
Pocillopora_acuta_HIv2___RNAseq.g1403.t1,0,0,0,0,0,4,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7827.t1,340,350,357,344,323,330,459,408,336
Pocillopora_acuta_HIv2___RNAseq.g29070.t1,165,173,154,72,43,69,174,143,112
Pocillopora_acuta_HIv2___RNAseq.g18523.t1,216,282,371,240,349,326,455,513,272
Pocillopora_acuta_HIv2___RNAseq.g785.t1,48,112,48,0,6,19,39,62,23
Pocillopora_acuta_HIv2___TS.g6673.t1,6,13,14,0,1,0,3,2,0
Pocillopora_acuta_HIv2___RNAseq.g27665.t1,816,1318,1657,268,244,426,1087,1059,1267
Pocillopora_acuta_HIv2___RNAseq.g4817.t1,3,0,0,0,0,0,0,5,0
Pocillopora_acuta_HIv2___RNAseq.g4714.t1,480,565,808,612,499,731,625,671,617
Pocillopora_acuta_HIv2___RNAseq.g15180.t1,58,64,48,5,11,8,11,8,15
Pocillopora_acuta_HIv2___RNAseq.g5884.t1,76,84,110,404,561,212,165,252,231
Pocillopora_acuta_HIv2___RNAseq.g1598.t1,1,2,2,0,0,2,2,1,1
Pocillopora_acuta_HIv2___RNAseq.g3510.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27737.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g18441.t1,1514,1872,1955,4523,5053,3463,2070,1977,2170
Pocillopora_acuta_HIv2___RNAseq.g5343.t1,1404,1943,2532,889,862,1247,1368,1311,1220
Pocillopora_acuta_HIv2___RNAseq.g15497.t2,266,400,494,213,183,344,339,428,387
Pocillopora_acuta_HIv2___TS.g10450.t1,2526,3646,3892,3128,3983,3729,4467,4255,4074
Pocillopora_acuta_HIv2___RNAseq.g19805.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18794.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g15655.t1,16,11,19,2,17,23,0,8,6
Pocillopora_acuta_HIv2___RNAseq.g19743.t1,29,61,30,8,2,9,26,18,19
Pocillopora_acuta_HIv2___RNAseq.g8975.t1,340,494,666,545,340,688,1726,1597,1660
Pocillopora_acuta_HIv2___RNAseq.g2192.t1,18,19,18,2,9,7,6,11,10
Pocillopora_acuta_HIv2___RNAseq.g28172.t1,7,6,0,0,0,5,7,6,9
Pocillopora_acuta_HIv2___TS.g18420.t2,59,71,142,13,13,15,44,16,40
Pocillopora_acuta_HIv2___TS.g9959.t1,0,1,0,0,0,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g12301.t1a,504,620,853,450,533,491,301,349,387
Pocillopora_acuta_HIv2___RNAseq.g20432.t1,221,217,384,131,81,273,301,374,535
Pocillopora_acuta_HIv2___RNAseq.g25498.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7278.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23941.t1,507,849,592,203,180,192,231,231,286
Pocillopora_acuta_HIv2___RNAseq.g9559.t1,26,37,37,31,34,55,99,70,125
Pocillopora_acuta_HIv2___RNAseq.g7825.t1,320,398,564,221,211,300,281,344,359
Pocillopora_acuta_HIv2___RNAseq.g1831.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16573.t1,20,23,34,0,6,0,17,29,13
Pocillopora_acuta_HIv2___TS.g1170.t1,0,0,5,4,1,6,0,3,3
Pocillopora_acuta_HIv2___RNAseq.g18710.t1b,194,307,379,186,112,201,444,563,628
Pocillopora_acuta_HIv2___RNAseq.g18710.t1a,21,25,29,39,42,61,1,2,3
Pocillopora_acuta_HIv2___TS.g15032.t1,0,0,2,0,0,0,0,3,0
Pocillopora_acuta_HIv2___TS.g7406.t1,0,0,0,4,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27154.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4716.t1,791,1044,996,570,532,412,968,911,1000
Pocillopora_acuta_HIv2___TS.g27102.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15182.t1,518,640,770,749,695,360,351,286,298
Pocillopora_acuta_HIv2___RNAseq.g23920.t2,105,209,227,150,49,84,99,92,159
Pocillopora_acuta_HIv2___RNAseq.g29091.t1,0,0,0,14,17,20,3,10,3
Pocillopora_acuta_HIv2___RNAseq.g15686.t1,0,0,0,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g19998.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19807.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19998.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15034.t2,826,1017,1254,231,248,301,180,148,185
Pocillopora_acuta_HIv2___RNAseq.g8977.t1,0,6,9,0,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g10511.t2,163,246,288,291,313,347,332,327,343
Pocillopora_acuta_HIv2___RNAseq.1643_t,0,0,3,0,0,0,3,5,23
Pocillopora_acuta_HIv2___RNAseq.g26183.t1,0,0,0,0,0,0,0,0,6
Pocillopora_acuta_HIv2___TS.g29502.t2,30,61,44,0,0,0,75,71,86
Pocillopora_acuta_HIv2___TS.g1992.t2,981,1405,1954,1128,957,1308,1295,1445,1523
Pocillopora_acuta_HIv2___RNAseq.g6362.t1,0,0,0,0,0,0,38,39,30
Pocillopora_acuta_HIv2___RNAseq.g20413.t2,144,284,246,54,64,63,58,47,25
Pocillopora_acuta_HIv2___RNAseq.g8803.t1a,1036,1621,2094,1014,1388,1071,2098,2104,1955
Pocillopora_acuta_HIv2___RNAseq.g8803.t1b,6,15,10,12,11,19,28,24,25
Pocillopora_acuta_HIv2___RNAseq.g8803.t1c,107,153,150,187,153,249,368,338,280
Pocillopora_acuta_HIv2___RNAseq.g25446.t1,0,0,0,0,0,0,13,8,21
Pocillopora_acuta_HIv2___RNAseq.g12223.t1,471,771,663,213,335,340,315,297,303
Pocillopora_acuta_HIv2___TS.g20905.t1,7,19,40,0,0,0,22,28,25
Pocillopora_acuta_HIv2___RNAseq.g3249.t1,5,4,3,0,0,2,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g11442.t1,6,12,8,24,23,20,0,7,2
Pocillopora_acuta_HIv2___RNAseq.g16082.t1,642,828,964,140,143,223,581,557,515
Pocillopora_acuta_HIv2___RNAseq.g26181.t1,0,0,0,7,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6909.t1a,1150,1061,1753,816,661,360,242,197,269
Pocillopora_acuta_HIv2___TS.g31535.t1,189,297,307,177,182,238,112,99,148
Pocillopora_acuta_HIv2___RNAseq.g6387.t1,10,13,22,11,7,9,7,8,7
Pocillopora_acuta_HIv2___RNAseq.g27649.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g19214.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12897.t1,27,44,52,17,73,35,28,17,38
Pocillopora_acuta_HIv2___TS.g620.t1,0,2,0,0,0,2,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27407.t1,728,830,916,646,790,722,632,536,570
Pocillopora_acuta_HIv2___RNAseq.g9696.t1,2,5,4,0,1,1,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g25444.t1,116,113,122,86,105,76,66,59,91
Pocillopora_acuta_HIv2___RNAseq.g15036.t2,133,363,218,37,19,30,335,295,487
Pocillopora_acuta_HIv2___RNAseq.g29093.t1,0,0,12,0,0,0,28,43,24
Pocillopora_acuta_HIv2___TS.g10698.t1,0,1,0,0,0,0,0,0,3
Pocillopora_acuta_HIv2___RNAseq.g6360.t1,30,23,72,11,0,11,120,111,218
Pocillopora_acuta_HIv2___RNAseq.g20663.t1,229,377,348,1706,2265,1023,229,274,255
Pocillopora_acuta_HIv2___RNAseq.g20411.t2,443,606,835,185,212,269,972,1101,1303
Pocillopora_acuta_HIv2___RNAseq.g24673.t1,0,4,0,0,0,8,7,18,12
Pocillopora_acuta_HIv2___TS.g29465.t2,171,265,282,182,221,168,142,160,190
Pocillopora_acuta_HIv2___RNAseq.g2123.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13429.t1,26,24,18,59,64,36,4,7,10
Pocillopora_acuta_HIv2___RNAseq.g428.t1,33,55,55,9,8,17,31,41,38
Pocillopora_acuta_HIv2___RNAseq.g6256.t1,584,977,1213,175,179,346,797,827,1063
Pocillopora_acuta_HIv2___RNAseq.g11959.t1,1,0,1,0,1,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g22388.t1,901,1071,1299,1943,1675,1664,1690,1823,1675
Pocillopora_acuta_HIv2___RNAseq.g12895.t1,113,217,202,3139,3478,2255,986,1096,881
Pocillopora_acuta_HIv2___RNAseq.g25797.t1,17,68,70,3,3,9,131,150,148
Pocillopora_acuta_HIv2___RNAseq.g26693.t1,183,359,297,1149,1462,757,756,824,733
Pocillopora_acuta_HIv2___RNAseq.g4049.t1c,196,250,316,153,196,177,379,357,318
Pocillopora_acuta_HIv2___TS.g14988.t1a,0,14,10,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g15879.t1,81,113,98,20,16,49,256,308,310
Pocillopora_acuta_HIv2___TS.g14988.t1b,76,96,83,159,76,54,43,0,65
Pocillopora_acuta_HIv2___RNAseq.g6233.t1,53,38,67,50,44,117,58,76,63
Pocillopora_acuta_HIv2___RNAseq.g16014.t1,1359,2034,2262,883,765,1048,1188,1154,1015
Pocillopora_acuta_HIv2___RNAseq.g2882.t1,81,78,141,140,151,103,392,364,399
Pocillopora_acuta_HIv2___RNAseq.g22073.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22073.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19655.t1,2,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25795.t1,120,173,170,157,104,396,48,54,68
Pocillopora_acuta_HIv2___RNAseq.g27568.t1,312,330,364,274,341,227,188,129,140
Pocillopora_acuta_HIv2___RNAseq.g26136.t1,932,1617,1876,587,530,857,824,897,835
Pocillopora_acuta_HIv2___RNAseq.g2902.t1,146,234,202,824,998,574,661,664,614
Pocillopora_acuta_HIv2___RNAseq.g21461.t1,12,13,9,25,30,13,0,13,14
Pocillopora_acuta_HIv2___RNAseq.g24250.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25807.t1,120,109,123,38,49,83,113,97,108
Pocillopora_acuta_HIv2___TS.g7258.t1,301,342,335,364,314,545,121,183,123
Pocillopora_acuta_HIv2___RNAseq.g30828.t1,242,329,309,296,339,242,308,275,323
Pocillopora_acuta_HIv2___RNAseq.g14489.t1,422,627,773,413,356,495,543,533,520
Pocillopora_acuta_HIv2___RNAseq.g6254.t1,12,16,10,161,173,145,111,113,104
Pocillopora_acuta_HIv2___RNAseq.g4401.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17118.t1,659,834,991,1698,1956,1593,1220,1221,1030
Pocillopora_acuta_HIv2___RNAseq.g9175.t1,218,352,368,210,139,183,196,181,156
Pocillopora_acuta_HIv2___RNAseq.g22199.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11529.t1,584,772,863,828,660,828,982,830,823
Pocillopora_acuta_HIv2___RNAseq.g18497.t1,38,55,79,52,38,61,68,77,83
Pocillopora_acuta_HIv2___RNAseq.g24252.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g20252.t1,0,0,0,0,8,5,0,9,0
Pocillopora_acuta_HIv2___RNAseq.g25805.t1,82,57,111,194,231,69,71,69,95
Pocillopora_acuta_HIv2___RNAseq.g30276.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22240.t1,0,0,0,0,0,0,0,1,0
Pocillopora_acuta_HIv2___TS.g31407.t1,12,36,44,25,17,32,17,13,17
Pocillopora_acuta_HIv2___RNAseq.g16947.t1,199,338,358,175,234,199,255,171,222
Pocillopora_acuta_HIv2___TS.g2178.t1,0,0,0,0,0,0,0,13,0
Pocillopora_acuta_HIv2___RNAseq.g28609.t1,0,4,2,0,0,0,0,2,0
Pocillopora_acuta_HIv2___TS.g1015.t1,0,0,0,0,0,6,0,0,0
Pocillopora_acuta_HIv2___TS.g21990.t1,12,23,43,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14206.t1,461,460,638,948,1249,733,439,376,410
Pocillopora_acuta_HIv2___TS.g27430.t1,1942,2419,3532,1452,1234,1505,521,526,597
Pocillopora_acuta_HIv2___RNAseq.g22291.t1,662,910,1114,620,728,968,1101,1233,904
Pocillopora_acuta_HIv2___RNAseq.g1503.t1,102,134,134,115,152,143,103,139,97
Pocillopora_acuta_HIv2___TS.g13894.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17366.t1,1,0,2,0,0,0,0,2,2
Pocillopora_acuta_HIv2___RNAseq.g8050.t1,338,550,659,188,203,141,239,257,286
Pocillopora_acuta_HIv2___TS.g28686.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6772.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12063.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3045.t1,1191,1669,1847,2589,2756,2000,2018,2287,2199
Pocillopora_acuta_HIv2___RNAseq.g11242.t1,1,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2645.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28487.t1,0,0,6,15,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19773.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18392.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27445.t1,17,17,14,3,0,4,0,11,7
Pocillopora_acuta_HIv2___RNAseq.g19159.t1,39,141,50,33,29,46,302,180,220
Pocillopora_acuta_HIv2___TS.g29621.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22242.t1,0,0,3,2,0,1,0,0,1
Pocillopora_acuta_HIv2___RNAseq.g26623.t1,4,5,11,0,0,0,7,6,16
Pocillopora_acuta_HIv2___RNAseq.g1039.t1,32,48,62,21,18,60,35,48,42
Pocillopora_acuta_HIv2___RNAseq.g7738.t1,6,8,8,3,2,5,3,2,5
Pocillopora_acuta_HIv2___TS.g15006.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22522.t1,236,253,295,446,485,453,472,419,424
Pocillopora_acuta_HIv2___TS.g341.t1,158,256,222,188,208,200,259,234,248
Pocillopora_acuta_HIv2___RNAseq.g18073.t1,8,13,9,0,0,6,5,8,5
Pocillopora_acuta_HIv2___RNAseq.g14391.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25618.t1,274,341,410,230,392,163,90,78,96
Pocillopora_acuta_HIv2___RNAseq.g25032.t1,0,0,0,0,0,0,2,0,1
Pocillopora_acuta_HIv2___RNAseq.g11846.t1,130,250,211,185,181,232,482,470,489
Pocillopora_acuta_HIv2___RNAseq.g31328.t1,41,34,35,26,40,50,71,79,78
Pocillopora_acuta_HIv2___TS.g22917.t1,5,4,11,1,1,0,23,18,19
Pocillopora_acuta_HIv2___TS.g5594.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8680.t1,0,0,0,7,0,23,13,14,30
Pocillopora_acuta_HIv2___RNAseq.g17587.t1,147,217,246,259,351,231,241,155,219
Pocillopora_acuta_HIv2___TS.g29221.t1,19,39,39,11,7,24,55,45,67
Pocillopora_acuta_HIv2___TS.g18614.t1,0,0,0,0,0,0,0,0,4
Pocillopora_acuta_HIv2___RNAseq.g8426.t1,0,3,2,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9694.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23636.t1,3747,3352,4343,1174,1057,50,125,86,293
Pocillopora_acuta_HIv2___RNAseq.g12790.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19771.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11156.t1,265,285,398,193,256,128,155,155,137
Pocillopora_acuta_HIv2___RNAseq.g4479.t1,12,9,9,3,2,4,8,14,13
Pocillopora_acuta_HIv2___RNAseq.g28999.t1,98,88,103,98,124,96,233,226,176
Pocillopora_acuta_HIv2___RNAseq.g31296.t2,251,308,465,130,94,102,84,146,94
Pocillopora_acuta_HIv2___TS.g30034.t2,429,695,857,179,119,359,522,564,567
Pocillopora_acuta_HIv2___RNAseq.g4192.t1,69,36,22,163,61,99,8,38,23
Pocillopora_acuta_HIv2___TS.g20894.t1,382,435,656,105,87,164,1389,1063,1567
Pocillopora_acuta_HIv2___RNAseq.g5203.t1,1371,1679,1959,607,705,530,327,425,624
Pocillopora_acuta_HIv2___RNAseq.g8219.t1,495,721,490,177,186,94,286,254,253
Pocillopora_acuta_HIv2___TS.g3086.t1,298,415,434,282,322,278,297,246,261
Pocillopora_acuta_HIv2___RNAseq.g11751.t1,9,0,15,0,0,0,42,11,22
Pocillopora_acuta_HIv2___RNAseq.g24596.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g19694.t1b,0,0,0,0,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g24713.t1,51,83,94,33,32,38,25,35,20
Pocillopora_acuta_HIv2___RNAseq.g30893.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g11066.t1,25,33,28,22,0,0,0,22,0
Pocillopora_acuta_HIv2___RNAseq.g6450.t1,37,33,59,23,28,21,24,57,45
Pocillopora_acuta_HIv2___RNAseq.g708.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9327.t1,285,373,388,20,40,26,48,19,48
Pocillopora_acuta_HIv2___RNAseq.g30095.t1,438,492,693,168,131,264,648,740,679
Pocillopora_acuta_HIv2___RNAseq.g8172.t1,1372,1504,1466,2298,2768,2143,1385,1271,1248
Pocillopora_acuta_HIv2___RNAseq.g12792.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9814.t1,68,167,226,37,44,57,218,211,229
Pocillopora_acuta_HIv2___RNAseq.g7570.t1,549,687,895,171,186,270,962,853,865
Pocillopora_acuta_HIv2___RNAseq.g11753.t1,555,762,717,728,660,895,1030,827,863
Pocillopora_acuta_HIv2___RNAseq.g17876.t1,3,4,5,5,4,7,7,8,7
Pocillopora_acuta_HIv2___TS.g9953.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6471.t1,118,96,78,52,80,87,146,120,122
Pocillopora_acuta_HIv2___TS.g16351.t1,36,23,21,323,277,371,20,37,20
Pocillopora_acuta_HIv2___TS.g7680.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12299.t1,153,127,161,126,130,112,126,155,153
Pocillopora_acuta_HIv2___RNAseq.g20247.t1,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15232.t1,10,21,18,14,11,27,19,27,18
Pocillopora_acuta_HIv2___TS.g17493.t2,202,424,325,76,96,93,145,105,115
