gene_id,SRR3051863,SRR3051864,SRR3051865,SRR3051866,SRR3051867,SRR3051868,SRR3051869,SRR3051870,SRR3051871
Pocillopora_acuta_HIv2___RNAseq.g30667.t1,0,0,4,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3915.t1,753,1018,1023,397,465,540,664,626,585
Pocillopora_acuta_HIv2___RNAseq.g3829.t1,30,77,69,119,119,106,88,60,55
Pocillopora_acuta_HIv2___RNAseq.g25219.t1,2,0,2,0,0,0,2,3,2
Pocillopora_acuta_HIv2___RNAseq.g10203.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g5524.t1,4,3,8,4,2,7,3,4,3
Pocillopora_acuta_HIv2___RNAseq.g28299.t1,1311,1506,1539,1440,1535,1269,2175,1862,1785
Pocillopora_acuta_HIv2___RNAseq.g15801.t1,2943,3635,4430,3453,3236,3488,3301,3441,3586
Pocillopora_acuta_HIv2___RNAseq.g26536.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20238.t1,12,20,84,0,10,20,34,33,37
Pocillopora_acuta_HIv2___RNAseq.g13740.t1,0,0,0,22,20,33,79,103,66
Pocillopora_acuta_HIv2___RNAseq.g304.t1,216,403,498,365,284,443,1802,1729,1383
Pocillopora_acuta_HIv2___RNAseq.g6757.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20890.t1,7,11,9,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4746.t1,82,204,165,86,153,294,843,730,1114
Pocillopora_acuta_HIv2___RNAseq.g2121.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17152.t1,2,0,0,2,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g24941.t1,0,12,12,4,6,4,0,6,0
Pocillopora_acuta_HIv2___RNAseq.g16668.t1,0,0,0,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g26534.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8939.t1,127,161,258,197,98,142,436,395,443
Pocillopora_acuta_HIv2___TS.g8858.t1,0,5,0,26,19,19,22,17,24
Pocillopora_acuta_HIv2___RNAseq.g23058.t1,22,59,70,1,8,0,10,0,7
Pocillopora_acuta_HIv2___TS.g2565.t1,241,299,439,235,279,222,485,460,411
Pocillopora_acuta_HIv2___RNAseq.g63.t1,6,14,10,11,3,8,15,15,18
Pocillopora_acuta_HIv2___RNAseq.g5853.t1,3,2,2,1,1,0,5,6,6
Pocillopora_acuta_HIv2___RNAseq.g3199.t1,147,236,393,122,99,188,526,644,447
Pocillopora_acuta_HIv2___TS.g30416.t1,3246,4839,4940,5005,5199,4869,6989,6906,6452
Pocillopora_acuta_HIv2___RNAseq.g26446.t1,2076,2719,2920,6936,7465,5572,1313,1279,1352
Pocillopora_acuta_HIv2___RNAseq.g46.t1,3,4,3,0,0,0,4,10,6
Pocillopora_acuta_HIv2___RNAseq.2046_t,398,532,621,428,412,627,491,632,607
Pocillopora_acuta_HIv2___RNAseq.g4744.t1,0,10,13,0,0,0,119,168,136
Pocillopora_acuta_HIv2___TS.g12700.t1,14,16,30,11,12,11,13,14,14
Pocillopora_acuta_HIv2___RNAseq.g23769.t1,113,140,260,201,159,269,332,354,275
Pocillopora_acuta_HIv2___RNAseq.g27084.t1c,467,581,735,63,50,95,276,275,235
Pocillopora_acuta_HIv2___RNAseq.g27084.t1b,66,60,75,45,37,45,89,86,87
Pocillopora_acuta_HIv2___TS.g27617.t2,81,101,131,60,98,54,41,34,44
Pocillopora_acuta_HIv2___RNAseq.g24694.t1,247,345,357,510,581,423,376,367,388
Pocillopora_acuta_HIv2___TS.g8246.t2,358,554,603,137,77,246,176,208,211
Pocillopora_acuta_HIv2___TS.g18827.t1b,5,0,0,0,0,0,51,40,34
Pocillopora_acuta_HIv2___TS.g22238.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20287.t1,178,241,362,106,66,173,113,108,103
Pocillopora_acuta_HIv2___RNAseq.g26444.t1,325,456,594,71,113,230,352,353,308
Pocillopora_acuta_HIv2___RNAseq.g31248.t1,7,16,9,0,3,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20094.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6755.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30137.t1,0,0,0,4,0,8,8,0,0
Pocillopora_acuta_HIv2___RNAseq.g8506.t1,0,0,1,1,0,0,2,0,4
Pocillopora_acuta_HIv2___RNAseq.g7373.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9198.t1,171,164,211,12,34,3,2,2,0
Pocillopora_acuta_HIv2___RNAseq.g22579.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g306.t1,267,434,689,275,188,291,1502,1362,1715
Pocillopora_acuta_HIv2___RNAseq.g11208.t1,159,171,317,243,203,175,195,177,213
Pocillopora_acuta_HIv2___RNAseq.g30239.t1,0,10,25,24,23,34,0,0,17
Pocillopora_acuta_HIv2___RNAseq.g5172.t1,580,899,1025,140,107,99,274,314,303
Pocillopora_acuta_HIv2___TS.g6919.t1,436,658,750,422,459,522,695,713,749
Pocillopora_acuta_HIv2___RNAseq.g61.t1,9,26,13,0,0,29,0,62,29
Pocillopora_acuta_HIv2___TS.g2567.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2310.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27615.t1,8,21,26,24,29,46,23,14,0
Pocillopora_acuta_HIv2___TS.g4549.t1,451,610,779,377,378,533,675,589,554
Pocillopora_acuta_HIv2___RNAseq.g3388.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4974.t1,854,1190,1300,410,407,444,747,576,729
Pocillopora_acuta_HIv2___RNAseq.g18232.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27041.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g9117.t1,0,4,0,13,8,18,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12459.t1,46,66,64,157,141,157,97,124,16
Pocillopora_acuta_HIv2___RNAseq.g223.t1,67,55,73,46,94,48,17,16,19
Pocillopora_acuta_HIv2___RNAseq.g14038.t1,6,6,9,5,0,0,16,15,11
Pocillopora_acuta_HIv2___RNAseq.g18697.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20389.t1,14,19,8,3,4,2,14,11,16
Pocillopora_acuta_HIv2___TS.g18233.t1,0,0,2,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4976.t1,545,772,948,385,379,669,663,704,730
Pocillopora_acuta_HIv2___RNAseq.g6596.t1,17,34,69,7,11,8,137,119,131
Pocillopora_acuta_HIv2___RNAseq.g20257.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18810.t1,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9157.t1,2,0,0,3,2,6,2,2,3
Pocillopora_acuta_HIv2___RNAseq.g4127.t1,290,335,411,294,420,360,265,267,206
Pocillopora_acuta_HIv2___RNAseq.g13241.t1,220,629,427,1794,1809,1267,1097,696,1040
Pocillopora_acuta_HIv2___RNAseq.g30214.t1,91,108,107,38,40,44,76,69,93
Pocillopora_acuta_HIv2___TS.10026_t,1218,1301,2315,319,982,180,2271,2336,2516
Pocillopora_acuta_HIv2___TS.g12182.t1,2,1,4,4,3,2,1,1,1
Pocillopora_acuta_HIv2___RNAseq.g5170.t1,35,53,54,14,13,16,32,34,31
Pocillopora_acuta_HIv2___RNAseq.g26053.t1,0,0,0,3,0,3,21,7,17
Pocillopora_acuta_HIv2___TS.g1908.t1,37,62,80,3,3,0,5,5,6
Pocillopora_acuta_HIv2___RNAseq.g28634.t1,911,1140,1225,487,523,576,946,1063,1104
Pocillopora_acuta_HIv2___RNAseq.g8725.t1,62,92,78,12,8,2,79,25,36
Pocillopora_acuta_HIv2___RNAseq.g6439.t1,0,0,0,0,0,0,88,113,88
Pocillopora_acuta_HIv2___RNAseq.g22643.t1,1456,1896,2456,608,807,788,1348,1341,1280
Pocillopora_acuta_HIv2___RNAseq.g27043.t1,50,76,73,19,14,10,83,103,111
Pocillopora_acuta_HIv2___RNAseq.g23310.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g15421.t2,168,333,173,76,118,168,66,56,97
Pocillopora_acuta_HIv2___RNAseq.g4840.t1,0,0,9,0,4,0,10,0,4
Pocillopora_acuta_HIv2___RNAseq.g14645.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g22637.t1a,0,0,0,0,0,0,16,14,14
Pocillopora_acuta_HIv2___RNAseq.g25371.t1,320,500,680,167,219,240,353,350,378
Pocillopora_acuta_HIv2___RNAseq.g739.t1,89,128,159,51,49,54,258,204,228
Pocillopora_acuta_HIv2___RNAseq.g23465.t1,8,7,9,0,3,3,3,0,2
Pocillopora_acuta_HIv2___RNAseq.g23428.t1,539,607,758,675,993,678,536,432,391
Pocillopora_acuta_HIv2___RNAseq.g8147.t1,925,952,1191,408,470,554,304,329,353
Pocillopora_acuta_HIv2___RNAseq.g11550.t1,5793,7804,9890,6865,7258,8220,9874,8726,8219
Pocillopora_acuta_HIv2___RNAseq.g17753.t1,2,4,6,0,3,1,3,6,6
Pocillopora_acuta_HIv2___RNAseq.g22061.t1,68,93,76,86,83,115,127,136,137
Pocillopora_acuta_HIv2___TS.g13852.t1,717,1285,1592,492,610,764,1460,1293,1492
Pocillopora_acuta_HIv2___RNAseq.g4842.t1,81,109,184,0,0,10,91,64,120
Pocillopora_acuta_HIv2___RNAseq.g14647.t1,197,227,251,105,152,146,543,609,526
Pocillopora_acuta_HIv2___RNAseq.g13243.t1,1,1,3,3,3,8,4,2,2
Pocillopora_acuta_HIv2___RNAseq.g117.t1,271,411,423,154,151,216,530,350,455
Pocillopora_acuta_HIv2___RNAseq.g30216.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17352.t1,2,0,2,0,0,0,2,3,2
Pocillopora_acuta_HIv2___RNAseq.g1998.t1,0,0,0,0,0,0,0,17,9
Pocillopora_acuta_HIv2___RNAseq.g24018.t1,71,101,118,49,39,77,61,87,64
Pocillopora_acuta_HIv2___TS.g12242.t1,1523,1876,2235,2074,2047,2297,2772,2775,2596
Pocillopora_acuta_HIv2___TS.g237.t1,151,478,91,0,15,0,93,39,105
Pocillopora_acuta_HIv2___RNAseq.g16628.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28498.t1,243,256,381,214,172,220,191,177,144
Pocillopora_acuta_HIv2___TS.g25223.t1,17,4,0,0,0,7,7,12,0
Pocillopora_acuta_HIv2___RNAseq.g8727.t1,174,201,246,25,25,10,153,68,95
Pocillopora_acuta_HIv2___RNAseq.g23081.t1,6,6,25,0,0,4,107,66,56
Pocillopora_acuta_HIv2___RNAseq.g21775.t1,325,530,546,35,11,0,0,0,0
Pocillopora_acuta_HIv2___TS.g28621.t2,51,67,162,506,620,243,182,150,173
Pocillopora_acuta_HIv2___RNAseq.g7712.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g5278.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g2780.t1,4,4,0,119,173,92,109,97,81
Pocillopora_acuta_HIv2___RNAseq.g30724.t1,799,893,1210,632,855,580,773,651,683
Pocillopora_acuta_HIv2___TS.g10011.t1,0,0,7,31,37,75,42,51,57
Pocillopora_acuta_HIv2___RNAseq.23152_t,978,844,1000,58,72,65,77,72,68
Pocillopora_acuta_HIv2___RNAseq.g21097.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14518.t1,49,172,88,0,11,16,120,160,133
Pocillopora_acuta_HIv2___RNAseq.g2946.t1,11,9,8,12,0,0,56,112,55
Pocillopora_acuta_HIv2___TS.g24820.t1,0,0,0,13,4,9,0,0,0
Pocillopora_acuta_HIv2___TS.g25104.t1,2349,3242,3927,6578,6912,6120,3969,3785,3906
Pocillopora_acuta_HIv2___RNAseq.g564.t1,0,0,0,0,0,0,50,60,67
Pocillopora_acuta_HIv2___RNAseq.g24711.t1,376,414,448,404,474,446,325,318,317
Pocillopora_acuta_HIv2___RNAseq.g8444.t1,2,5,3,1,0,0,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g14199.t1,86,99,122,52,26,67,111,51,97
Pocillopora_acuta_HIv2___RNAseq.g1235.t1,0,26,15,70,37,49,182,175,145
Pocillopora_acuta_HIv2___RNAseq.g28368.t1,0,4,0,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g17247.t1,25,67,71,74,37,52,604,534,616
Pocillopora_acuta_HIv2___RNAseq.g28689.t1,13,0,0,0,0,0,38,49,40
Pocillopora_acuta_HIv2___RNAseq.g26613.t1,658,903,925,314,449,405,555,530,645
Pocillopora_acuta_HIv2___RNAseq.g2235.t1,0,0,0,19,0,19,59,96,66
Pocillopora_acuta_HIv2___RNAseq.g21215.t1,56,96,83,43,45,50,73,75,63
Pocillopora_acuta_HIv2___RNAseq.g29032.t1,91,124,150,39,43,68,116,78,86
Pocillopora_acuta_HIv2___TS.g14229.t1,0,0,8,0,0,0,57,54,109
Pocillopora_acuta_HIv2___RNAseq.g22620.t1,902,1361,1493,994,762,1155,857,910,961
Pocillopora_acuta_HIv2___RNAseq.g1237.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7733.t1,0,40,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22728.t1,55,101,107,192,207,269,1286,1355,1305
Pocillopora_acuta_HIv2___RNAseq.g18313.t1,1,2,5,2,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g16269.t1,273,370,426,111,173,218,233,225,186
Pocillopora_acuta_HIv2___RNAseq.g25234.t1,1056,1348,1372,1626,2139,1589,1460,1178,1214
Pocillopora_acuta_HIv2___RNAseq.g20001.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21338.t1,117,149,159,56,118,78,138,108,97
Pocillopora_acuta_HIv2___RNAseq.g23669.t1,1,0,0,1,0,1,1,1,1
Pocillopora_acuta_HIv2___RNAseq.g7784.t1,101,93,148,52,68,65,118,82,92
Pocillopora_acuta_HIv2___TS.g2693.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8446.t1,69,83,87,41,61,54,170,88,188
Pocillopora_acuta_HIv2___TS.g30814.t1,4,3,9,2,3,5,3,5,6
Pocillopora_acuta_HIv2___RNAseq.g22981.t1,2481,3372,3886,178,272,46,203,172,206
Pocillopora_acuta_HIv2___RNAseq.g28210.t1,44,103,74,32,44,40,103,82,103
Pocillopora_acuta_HIv2___RNAseq.g8220.t1,64,97,50,0,8,0,193,124,225
Pocillopora_acuta_HIv2___RNAseq.g20060.t1,572,653,994,133,160,141,1700,1378,2056
Pocillopora_acuta_HIv2___RNAseq.g21424.t1,0,0,0,0,6,7,4,4,0
Pocillopora_acuta_HIv2___RNAseq.g8714.t1,27,24,31,13,17,19,38,42,43
Pocillopora_acuta_HIv2___RNAseq.g28771.t1,1,2,2,4,2,2,5,3,3
Pocillopora_acuta_HIv2___TS.g21983.t1b,61,124,94,47,47,69,90,102,116
Pocillopora_acuta_HIv2___RNAseq.g9085.t1,325,609,672,131,89,184,4793,5970,5784
Pocillopora_acuta_HIv2___TS.g21983.t1a,223,307,285,154,193,164,289,261,334
Pocillopora_acuta_HIv2___RNAseq.g2350.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7882.t1,3,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5449.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6106.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7597.t1,7,2,2,4,13,7,28,8,10
Pocillopora_acuta_HIv2___TS.g3466.t1,445,744,818,894,919,751,914,955,936
Pocillopora_acuta_HIv2___RNAseq.g17785.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23522.t1,0,5,16,6,0,25,26,80,85
Pocillopora_acuta_HIv2___TS.g2691.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15809.t1,0,0,0,0,0,2,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23282.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28212.t1,7,8,13,7,6,12,16,11,39
Pocillopora_acuta_HIv2___RNAseq.g21626.t1,56,137,83,21,21,49,113,94,117
Pocillopora_acuta_HIv2___RNAseq.g28184.t1,158,293,228,68,68,77,154,218,200
Pocillopora_acuta_HIv2___RNAseq.g9612.t1,6013,7780,7656,2016,1875,289,390,293,272
Pocillopora_acuta_HIv2___RNAseq.g20619.t1,15,46,45,0,15,0,88,67,93
Pocillopora_acuta_HIv2___RNAseq.g25373.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5511.t1,0,0,0,0,0,0,2,3,3
Pocillopora_acuta_HIv2___RNAseq.g3840.t1,1105,1848,1854,502,649,774,1110,1268,1177
Pocillopora_acuta_HIv2___RNAseq.g30702.t1,26,25,50,1,4,0,26,28,20
Pocillopora_acuta_HIv2___RNAseq.g15862.t2a,9,0,5,5,3,2,0,3,5
Pocillopora_acuta_HIv2___RNAseq.g15862.t2b,469,1451,1291,527,366,539,310,336,245
Pocillopora_acuta_HIv2___TS.g23073.t1,62,104,87,9,13,0,12,13,14
Pocillopora_acuta_HIv2___RNAseq.g20081.t1,6,8,8,6,2,5,6,3,5
Pocillopora_acuta_HIv2___TS.g8137.t1,124,191,190,87,83,132,89,156,92
Pocillopora_acuta_HIv2___TS.g7746.t1,0,31,21,0,0,14,31,48,58
Pocillopora_acuta_HIv2___RNAseq.g23820.t1,260,629,354,758,499,504,884,525,693
Pocillopora_acuta_HIv2___RNAseq.g10324.t1,746,882,815,1035,1267,835,1347,1201,1192
Pocillopora_acuta_HIv2___RNAseq.g701.t1,0,0,0,0,0,0,2,0,3
Pocillopora_acuta_HIv2___RNAseq.g3842.t1,0,0,3,1,0,0,0,3,4
Pocillopora_acuta_HIv2___RNAseq.g31029.t1,3,1,7,5,7,4,14,13,17
Pocillopora_acuta_HIv2___RNAseq.g13383.t1,19,34,12,26,41,28,51,70,55
Pocillopora_acuta_HIv2___RNAseq.g5360.t1,165,157,223,75,91,94,188,176,235
Pocillopora_acuta_HIv2___RNAseq.g2166.t1,118,164,258,712,702,533,497,396,291
Pocillopora_acuta_HIv2___RNAseq.5491_t,529,685,652,605,786,774,935,1043,884
Pocillopora_acuta_HIv2___TS.g12822.t1,0,0,10,0,6,0,0,0,0
Pocillopora_acuta_HIv2___TS.g11078.t1,167,152,200,355,203,246,212,193,193
Pocillopora_acuta_HIv2___TS.g9570.t1,0,0,8,15,11,20,22,14,25
Pocillopora_acuta_HIv2___RNAseq.g9192.t1,8,7,4,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25279.t1,4123,6217,5404,677,616,200,767,383,634
Pocillopora_acuta_HIv2___RNAseq.g11953.t1,18,20,10,5,17,25,72,69,63
Pocillopora_acuta_HIv2___RNAseq.g20083.t1,7,11,12,7,1,9,9,7,16
Pocillopora_acuta_HIv2___TS.g13493.t1,104,143,170,75,107,98,165,169,181
Pocillopora_acuta_HIv2___RNAseq.g3051.t1,1251,1747,2127,679,680,443,1725,1669,1586
Pocillopora_acuta_HIv2___TS.g23367.t1,9,16,9,36,12,22,171,215,162
Pocillopora_acuta_HIv2___RNAseq.g31373.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31373.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17329.t1,2106,2599,2507,1553,1545,1422,1883,1677,1610
Pocillopora_acuta_HIv2___TS.g2891.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30898.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29004.t1,13,25,17,36,23,16,80,107,78
Pocillopora_acuta_HIv2___RNAseq.g10.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13192.t1,1126,1433,1724,641,905,873,1099,1187,1067
Pocillopora_acuta_HIv2___RNAseq.g703.t1,0,0,0,0,0,0,101,36,121
Pocillopora_acuta_HIv2___RNAseq.g30772.t1,88,160,148,32,73,61,100,128,91
Pocillopora_acuta_HIv2___RNAseq.g5503.t1,0,0,4,0,0,2,18,14,0
Pocillopora_acuta_HIv2___RNAseq.g11097.t1,293,358,403,287,291,286,441,457,434
Pocillopora_acuta_HIv2___RNAseq.25384_t,38,47,62,27,12,41,84,85,106
Pocillopora_acuta_HIv2___RNAseq.g13945.t1,750,1054,721,185,149,106,79,50,65
Pocillopora_acuta_HIv2___RNAseq.g11951.t1,10940,13013,14590,11832,12671,9370,13906,12989,13715
Pocillopora_acuta_HIv2___TS.g836.t1,0,0,0,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g17210.t1,132,121,120,136,130,139,97,68,78
Pocillopora_acuta_HIv2___TS.g11915.t1,2307,2769,3272,4115,5019,3302,1808,1944,1893
Pocillopora_acuta_HIv2___RNAseq.g4728.t1,40,54,70,202,210,202,171,172,173
Pocillopora_acuta_HIv2___RNAseq.g1486.t1,2,2,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12711.t1,5,8,8,29,27,20,13,12,25
Pocillopora_acuta_HIv2___RNAseq.g14985.t1,4,13,15,1,6,8,4,5,13
Pocillopora_acuta_HIv2___RNAseq.g24084.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25236.t1,114,166,166,138,110,169,286,232,223
Pocillopora_acuta_HIv2___RNAseq.g12275.t1,5,2,3,3,0,4,4,4,2
Pocillopora_acuta_HIv2___RNAseq.g18858.t1,11,0,12,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21116.t1,135,223,232,34,41,45,145,102,120
Pocillopora_acuta_HIv2___RNAseq.g3863.t1,780,1168,1407,987,856,1110,1406,1368,1357
Pocillopora_acuta_HIv2___RNAseq.g19718.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18338.t1,13,16,16,0,0,0,8,0,0
Pocillopora_acuta_HIv2___RNAseq.g13270.t1,38,72,76,21,23,31,153,151,153
Pocillopora_acuta_HIv2___RNAseq.g21589.t1,1,5,10,3,3,9,95,71,82
Pocillopora_acuta_HIv2___TS.g11591.t1a,77,65,30,49,17,39,9,15,10
Pocillopora_acuta_HIv2___TS.g11591.t1b,32,28,28,44,38,18,14,25,7
Pocillopora_acuta_HIv2___TS.g20277.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27971.t1,4,8,5,0,0,0,37,40,35
Pocillopora_acuta_HIv2___RNAseq.g25907.t1,0,0,0,0,0,3,43,41,29
Pocillopora_acuta_HIv2___RNAseq.g6574.t1,8,9,20,12,15,22,45,73,80
Pocillopora_acuta_HIv2___RNAseq.g16881.t1,157,238,231,22,30,40,100,75,107
Pocillopora_acuta_HIv2___RNAseq.g16341.t1,13,19,17,0,0,0,8,0,3
Pocillopora_acuta_HIv2___TS.g3847.t1,40,47,40,11,15,39,32,37,26
Pocillopora_acuta_HIv2___RNAseq.g9295.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4273.t1b,525,836,1005,1154,1142,1040,844,849,1011
Pocillopora_acuta_HIv2___RNAseq.g17053.t1,906,1348,1500,1394,1204,1473,1846,1670,1749
Pocillopora_acuta_HIv2___TS.g4273.t1a,195,281,268,52,71,92,456,451,392
Pocillopora_acuta_HIv2___RNAseq.g11521.t1,0,0,4,0,0,3,7,10,25
Pocillopora_acuta_HIv2___RNAseq.g1990.t1,7,11,20,4,15,11,76,60,67
Pocillopora_acuta_HIv2___TS.g27289.t2,691,1050,1249,841,1107,905,723,678,682
Pocillopora_acuta_HIv2___TS.g14885.t2,42,17,25,127,125,167,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11085.t1,1,3,0,0,0,0,1,1,2
Pocillopora_acuta_HIv2___TS.g8897.t2,2,7,3,0,0,0,3,2,4
Pocillopora_acuta_HIv2___RNAseq.g25334.t1,4,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24429.t1,0,0,0,0,0,0,24,29,8
Pocillopora_acuta_HIv2___RNAseq.g22134.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7667.t1,693,983,1000,890,751,759,817,753,630
Pocillopora_acuta_HIv2___TS.g14745.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1992.t1,0,10,0,4452,4705,2181,512,417,447
Pocillopora_acuta_HIv2___TS.g2506.t2,75,161,119,45,64,74,67,53,51
Pocillopora_acuta_HIv2___RNAseq.27608_t,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13272.t1,42,50,48,9,7,8,17,17,34
Pocillopora_acuta_HIv2___RNAseq.g5838.t1,137,148,319,34,22,29,40,60,70
Pocillopora_acuta_HIv2___RNAseq.g29336.t1,8,0,0,9,11,8,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26102.t2,586,1227,1300,305,389,547,1123,1136,1072
Pocillopora_acuta_HIv2___TS.g8895.t1,6,7,9,0,0,0,0,0,8
Pocillopora_acuta_HIv2___RNAseq.g14512.t1,29,31,80,55,51,58,113,119,122
Pocillopora_acuta_HIv2___TS.g2504.t1,8,8,10,14,5,10,16,0,5
Pocillopora_acuta_HIv2___RNAseq.g9881.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5392.t1,22,69,62,9,0,22,44,71,54
Pocillopora_acuta_HIv2___RNAseq.g1476.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25612.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4373.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.21009_t,21,31,46,9,4,15,120,195,243
Pocillopora_acuta_HIv2___TS.g30729.t1,20,62,103,0,0,5,99,85,192
Pocillopora_acuta_HIv2___RNAseq.1237_t,671,957,954,146,173,346,827,738,874
Pocillopora_acuta_HIv2___RNAseq.g18053.t1,0,0,0,0,0,0,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g29235.t1,637,960,1072,514,535,657,881,859,880
Pocillopora_acuta_HIv2___RNAseq.g4683.t1,312,440,492,461,340,526,623,593,563
Pocillopora_acuta_HIv2___RNAseq.g9024.t1,391,450,599,140,147,238,299,343,355
Pocillopora_acuta_HIv2___TS.g8426.t1,503,717,1160,808,674,854,1168,1397,1433
Pocillopora_acuta_HIv2___RNAseq.g27972.t1,733,1170,1171,1242,1367,1270,808,1101,1288
Pocillopora_acuta_HIv2___RNAseq.g2275.t1,909,1009,1376,654,517,810,859,971,1041
Pocillopora_acuta_HIv2___RNAseq.g12052.t1,330,452,395,80,88,98,90,67,93
